['2024-02-18 02:28:32', '2024-02-18 02:15:36']
['2024-02-19 03:46:21', '2024-02-19 03:29:37']
['2024-02-21 19:46:31', '2024-02-21 19:29:35']
['2024-02-21 21:20:50', '2024-02-21 21:03:50']
['2024-02-22 16:24:41', '2024-02-22 16:03:37']
['2024-02-24 03:07:15', '2024-02-24 03:01:39']
['2024-02-25 02:06:19', '2024-02-25 02:00:36']
['2024-02-26 14:30:01', '2024-02-25 11:27:39']
['2024-02-26 21:54:33', '2024-02-26 21:35:50']
['2024-02-27 03:49:24', '2024-02-27 03:32:35']
['2024-02-27 14:45:26', '2024-02-27 14:28:37']
['2024-02-27 15:01:59', '2024-02-27 14:45:26']
['2024-02-27 16:47:21', '2024-02-27 16:30:44']
['2024-02-28 16:55:56', '2024-02-27 18:59:34']
['2024-02-28 17:04:06', '2024-02-28 16:58:54']
['2024-02-28 18:36:02', '2024-02-28 18:30:50']
['2024-02-28 18:41:49', '2024-02-28 18:36:37']
['2024-02-28 18:47:29', '2024-02-28 18:42:20']
['2024-02-28 18:53:14', '2024-02-28 18:48:01']
['2024-02-28 18:58:56', '2024-02-28 18:53:45']
['2024-02-28 19:04:54', '2024-02-28 18:59:30']
['2024-02-28 21:25:37', '2024-02-28 21:17:00']
['2024-02-29 01:27:47', '2024-02-29 01:22:39']
['2024-02-29 01:33:28', '2024-02-29 01:28:18']
['2024-02-29 01:39:08', '2024-02-29 01:33:57']
['2024-02-29 01:44:44', '2024-02-29 01:39:38']
['2024-02-29 01:50:19', '2024-02-29 01:45:14']
['2024-02-29 01:55:57', '2024-02-29 01:50:48']
['2024-02-29 02:01:36', '2024-02-29 01:56:26']
['2024-02-29 02:07:20', '2024-02-29 02:02:10']
['2024-02-29 02:12:54', '2024-02-29 02:07:48']
['2024-02-29 02:18:53', '2024-02-29 02:13:26']
['2024-02-29 10:56:51', '2024-02-29 10:51:47']
['2024-02-29 11:02:38', '2024-02-29 10:57:24']
['2024-02-29 11:08:19', '2024-02-29 11:03:10']
['2024-02-29 11:14:01', '2024-02-29 11:08:50']
['2024-02-29 11:19:49', '2024-02-29 11:14:35']
['2024-02-29 11:25:27', '2024-02-29 11:20:22']
['2024-02-29 11:31:12', '2024-02-29 11:26:01']
['2024-02-29 11:36:48', '2024-02-29 11:31:43']
['2024-02-29 11:42:25', '2024-02-29 11:37:18']
['2024-02-29 11:47:58', '2024-02-29 11:42:53']
['2024-02-29 11:53:31', '2024-02-29 11:48:29']
['2024-02-29 12:10:48', '2024-02-29 12:05:14']
['2024-02-29 12:16:36', '2024-02-29 12:11:27']
['2024-02-29 12:22:24', '2024-02-29 12:17:13']
['2024-02-29 12:28:05', '2024-02-29 12:22:54']
['2024-02-29 12:33:48', '2024-02-29 12:28:35']
['2024-02-29 12:39:34', '2024-02-29 12:34:19']
['2024-02-29 12:45:14', '2024-02-29 12:40:03']
['2024-02-29 12:51:00', '2024-02-29 12:45:44']
['2024-02-29 12:56:39', '2024-02-29 12:51:30']
['2024-02-29 13:02:40', '2024-02-29 12:57:19']
['2024-02-29 13:08:22', '2024-02-29 13:03:12']
['2024-02-29 13:14:08', '2024-02-29 13:08:59']
['2024-02-29 13:19:56', '2024-02-29 13:14:40']
['2024-02-29 13:25:47', '2024-02-29 13:20:38']
['2024-02-29 13:31:28', '2024-02-29 13:26:19']
['2024-02-29 13:37:06', '2024-02-29 13:31:58']
['2024-02-29 13:42:47', '2024-02-29 13:37:37']
['2024-02-29 13:48:24', '2024-02-29 13:43:16']
['2024-02-29 13:54:00', '2024-02-29 13:48:53']
['2024-02-29 13:59:43', '2024-02-29 13:54:31']
['2024-02-29 14:05:25', '2024-02-29 14:00:17']
['2024-02-29 14:11:09', '2024-02-29 14:05:57']
