['2024-01-30 22:32:28', '2024-01-30 21:44:27']
['2024-01-30 22:41:45', '2024-01-30 22:39:15']
['2024-01-30 23:10:55', '2024-01-30 22:42:14']
['2024-01-30 23:38:15', '2024-01-30 23:36:12']
['2024-01-31 00:03:13', '2024-01-31 00:00:15']
['2024-01-31 00:31:14', '2024-01-31 00:28:14']
['2024-01-31 00:35:17', '2024-01-31 00:33:16']
['2024-01-31 04:18:28', '2024-01-31 04:15:14']
['2024-01-31 05:46:15', '2024-01-31 05:44:13']
['2024-01-31 06:39:22', '2024-01-31 06:37:18']
['2024-01-31 09:01:16', '2024-01-31 08:59:13']
['2024-01-31 10:08:15', '2024-01-31 10:06:14']
['2024-01-31 10:53:16', '2024-01-31 10:50:19']
['2024-01-31 11:12:17', '2024-01-31 11:10:15']
['2024-01-31 11:56:18', '2024-01-31 11:54:16']
['2024-01-31 13:25:18', '2024-01-31 13:23:17']
['2024-01-31 16:24:18', '2024-01-31 16:22:16']
['2024-01-31 17:12:17', '2024-01-31 17:10:16']
['2024-01-31 19:05:17', '2024-01-31 19:03:16']
['2024-01-31 19:16:35', '2024-01-31 19:14:15']
['2024-01-31 20:06:17', '2024-01-31 20:04:16']
['2024-01-31 21:50:18', '2024-01-31 21:48:14']
['2024-01-31 22:11:14', '2024-01-31 22:08:16']
['2024-01-31 23:03:15', '2024-01-31 23:01:14']
['2024-01-31 23:48:15', '2024-01-31 23:46:14']
['2024-02-01 00:10:18', '2024-02-01 00:08:15']
['2024-02-01 04:18:42', '2024-02-01 03:03:14']
['2024-02-01 04:30:15', '2024-02-01 04:28:14']
['2024-02-01 06:55:17', '2024-02-01 06:53:14']
['2024-02-01 07:31:17', '2024-02-01 07:29:14']
['2024-02-01 08:09:15', '2024-02-01 08:06:17']
['2024-02-01 09:05:19', '2024-02-01 09:03:16']
['2024-02-01 09:35:16', '2024-02-01 09:33:15']
['2024-02-01 10:09:17', '2024-02-01 10:07:15']
['2024-02-01 10:42:16', '2024-02-01 10:40:15']
['2024-02-01 13:56:20', '2024-02-01 13:54:15']
['2024-02-01 14:10:17', '2024-02-01 14:08:16']
['2024-02-01 16:21:18', '2024-02-01 16:19:15']
['2024-02-01 16:45:16', '2024-02-01 16:43:15']
['2024-02-01 19:22:17', '2024-02-01 19:20:15']
['2024-02-01 19:29:17', '2024-02-01 19:27:16']
['2024-02-02 00:10:18', '2024-02-02 00:08:13']
['2024-02-02 01:03:20', '2024-02-02 01:01:14']
['2024-02-02 04:01:17', '2024-02-02 03:59:16']
['2024-02-02 04:19:12', '2024-02-02 04:15:16']
['2024-02-02 06:10:19', '2024-02-02 06:08:16']
['2024-02-02 06:30:26', '2024-02-02 06:28:18']
['2024-02-02 06:36:21', '2024-02-02 06:34:16']
['2024-02-02 07:23:19', '2024-02-02 07:21:17']
['2024-02-02 09:36:15', '2024-02-02 09:33:16']
['2024-02-02 09:45:16', '2024-02-02 09:43:14']
['2024-02-02 10:25:17', '2024-02-02 10:23:16']
['2024-02-02 11:15:16', '2024-02-02 11:13:15']
['2024-02-02 11:28:17', '2024-02-02 11:25:20']
['2024-02-02 12:29:16', '2024-02-02 12:27:14']
['2024-02-02 16:44:15', '2024-02-02 16:42:14']
['2024-02-02 19:36:18', '2024-02-02 19:34:17']
['2024-02-02 20:40:16', '2024-02-02 20:38:15']
['2024-02-02 22:29:15', '2024-02-02 22:27:13']
['2024-02-02 22:40:15', '2024-02-02 22:38:13']
['2024-02-02 23:00:19', '2024-02-02 22:58:16']
['2024-02-02 23:46:16', '2024-02-02 23:44:15']
['2024-02-03 04:18:58', '2024-02-03 03:02:15']
['2024-02-03 04:47:42', '2024-02-03 04:31:16']
['2024-02-03 06:50:42', '2024-02-03 06:48:16']
['2024-02-03 06:53:35', '2024-02-03 06:50:49']
['2024-02-03 06:56:09', '2024-02-03 06:53:43']
['2024-02-03 06:58:33', '2024-02-03 06:56:17']
['2024-02-03 07:01:40', '2024-02-03 06:58:54']
['2024-02-03 07:03:48', '2024-02-03 07:01:40']
['2024-02-03 07:09:16', '2024-02-03 07:07:05']
['2024-02-03 07:16:36', '2024-02-03 07:14:15']
['2024-02-03 07:19:15', '2024-02-03 07:17:00']
['2024-02-03 07:22:49', '2024-02-03 07:20:15']
['2024-02-03 07:26:42', '2024-02-03 07:24:27']
['2024-02-03 07:29:30', '2024-02-03 07:26:49']
['2024-02-03 07:32:11', '2024-02-03 07:29:37']
['2024-02-03 08:06:46', '2024-02-03 08:04:16']
['2024-02-03 08:09:22', '2024-02-03 08:06:54']
['2024-02-03 08:12:52', '2024-02-03 08:09:59']
['2024-02-03 08:16:51', '2024-02-03 08:14:34']
['2024-02-03 08:20:25', '2024-02-03 08:17:43']
['2024-02-03 08:23:58', '2024-02-03 08:20:56']
['2024-02-03 08:27:51', '2024-02-03 08:24:30']
['2024-02-03 08:31:41', '2024-02-03 08:28:40']
['2024-02-03 08:34:07', '2024-02-03 08:31:41']
['2024-02-03 08:37:53', '2024-02-03 08:35:24']
['2024-02-03 08:41:42', '2024-02-03 08:38:59']
['2024-02-03 08:45:15', '2024-02-03 08:41:42']
['2024-02-03 08:49:01', '2024-02-03 08:45:24']
['2024-02-03 08:52:43', '2024-02-03 08:49:56']
['2024-02-03 08:56:15', '2024-02-03 08:53:25']
['2024-02-03 09:03:56', '2024-02-03 09:01:15']
['2024-02-03 09:07:28', '2024-02-03 09:04:04']
['2024-02-03 09:11:26', '2024-02-03 09:08:04']
['2024-02-03 09:15:05', '2024-02-03 09:11:40']
['2024-02-03 09:19:45', '2024-02-03 09:16:04']
['2024-02-03 09:23:17', '2024-02-03 09:20:48']
['2024-02-03 09:27:56', '2024-02-03 09:25:16']
['2024-02-03 09:31:32', '2024-02-03 09:28:03']
['2024-02-03 09:35:04', '2024-02-03 09:32:13']
['2024-02-03 09:39:07', '2024-02-03 09:36:30']
['2024-02-03 09:42:54', '2024-02-03 09:39:46']
['2024-02-03 09:46:12', '2024-02-03 09:43:10']
['2024-02-03 09:51:10', '2024-02-03 09:48:15']
['2024-02-03 09:54:54', '2024-02-03 09:51:43']
['2024-02-03 09:58:06', '2024-02-03 09:54:54']
['2024-02-03 10:02:00', '2024-02-03 09:59:30']
['2024-02-03 10:05:57', '2024-02-03 10:02:31']
['2024-02-03 10:08:14', '2024-02-03 10:06:12']
['2024-02-03 10:12:18', '2024-02-03 10:08:51']
['2024-02-03 10:15:27', '2024-02-03 10:12:33']
['2024-02-03 10:20:33', '2024-02-03 10:17:28']
['2024-02-03 10:24:49', '2024-02-03 10:20:47']
['2024-02-03 10:27:35', '2024-02-03 10:25:20']
['2024-02-03 10:31:11', '2024-02-03 10:28:28']
['2024-02-03 10:35:22', '2024-02-03 10:32:01']
['2024-02-03 10:38:51', '2024-02-03 10:35:30']
['2024-02-03 10:43:24', '2024-02-03 10:40:15']
['2024-02-03 10:48:10', '2024-02-03 10:45:26']
['2024-02-03 10:51:45', '2024-02-03 10:48:43']
['2024-02-03 10:55:29', '2024-02-03 10:52:16']
['2024-02-03 10:59:16', '2024-02-03 10:55:37']
['2024-02-03 11:02:54', '2024-02-03 10:59:24']
['2024-02-03 11:06:26', '2024-02-03 11:03:49']
['2024-02-03 11:10:07', '2024-02-03 11:07:17']
['2024-02-03 11:13:33', '2024-02-03 11:10:38']
['2024-02-03 11:17:35', '2024-02-03 11:14:23']
['2024-02-03 11:22:23', '2024-02-03 11:20:16']
['2024-02-03 11:25:49', '2024-02-03 11:23:15']
['2024-02-03 11:29:36', '2024-02-03 11:26:34']
['2024-02-03 11:33:08', '2024-02-03 11:30:36']
['2024-02-03 11:37:04', '2024-02-03 11:33:38']
['2024-02-03 11:39:15', '2024-02-03 11:37:04']
['2024-02-03 11:42:25', '2024-02-03 11:39:52']
['2024-02-03 11:45:59', '2024-02-03 11:42:33']
['2024-02-03 11:49:23', '2024-02-03 11:46:06']
['2024-02-03 11:52:26', '2024-02-03 11:49:47']
['2024-02-03 11:55:58', '2024-02-03 11:52:39']
['2024-02-03 11:59:24', '2024-02-03 11:56:06']
['2024-02-03 12:02:27', '2024-02-03 12:00:00']
['2024-02-03 12:05:38', '2024-02-03 12:02:41']
['2024-02-03 12:08:40', '2024-02-03 12:06:31']
['2024-02-03 12:11:20', '2024-02-03 12:08:53']
['2024-02-03 12:14:55', '2024-02-03 12:12:17']
['2024-02-03 12:18:41', '2024-02-03 12:15:58']
['2024-02-03 12:21:16', '2024-02-03 12:18:41']
['2024-02-03 12:24:48', '2024-02-03 12:21:23']
['2024-02-03 12:27:33', '2024-02-03 12:25:19']
['2024-02-03 12:31:26', '2024-02-03 12:27:40']
['2024-02-03 12:33:59', '2024-02-03 12:31:33']
['2024-02-03 12:36:27', '2024-02-03 12:34:06']
['2024-02-03 12:41:15', '2024-02-03 12:38:50']
['2024-02-03 12:45:01', '2024-02-03 12:41:23']
['2024-02-03 12:48:45', '2024-02-03 12:45:58']
['2024-02-03 12:55:02', '2024-02-03 12:52:24']
['2024-02-03 12:58:30', '2024-02-03 12:55:47']
['2024-02-03 13:01:05', '2024-02-03 12:58:45']
['2024-02-03 13:05:08', '2024-02-03 13:02:22']
['2024-02-03 13:07:53', '2024-02-03 13:05:47']
